Data set title: null. 2023. Spartina alterniflora marsh vegetation data along the Georgia coast used in the Belowground Ecosystem Resiliency Model version 2.0. Georgia Coastal Ecosystems LTER Data Catalog (data set PLT-GCET-2308; /data/PLT-GCET-2308),,,,,
2021-08-14,huntc,hc1,0.9,51.3,57
2021-08-14,huntc,hc2,1.1,40.3,36.64
2021-08-14,huntc,hc3,1.2,41.4,34.5
2021-08-14,huntc,hc4,1.3,38.9,29.92
2021-08-14,huntc,hc4,1.3,39.3,30.23
2021-08-14,huntc,hc5,1.2,50.5,42.08
2021-08-14,huntc,hc6,1,52.4,52.4
2021-08-14,huntc,hc7,1.2,54,45
2021-08-14,huntc,hc8,1.1,52.3,47.55
2021-08-14,huntc,hc9,1.1,51.6,46.91
2021-08-14,skida,sk1,1,49.5,49.5
2021-08-14,skida,sk2,1,39.3,39.3
2021-08-14,skida,sk3,1,48.1,48.1
2021-08-14,skida,sk4,1,48.5,48.5
2021-08-14,skida,sk5,1,47.9,47.9
2021-08-14,skida,sk6,1.3,47.1,36.23
2021-08-14,skida,sk7,1.3,47.8,36.77
2021-08-14,skida,sk7,1.2,48.2,40.17
2021-08-14,skida,sk8,1,48,48
2021-08-14,skida,sk8,1,46.8,46.8
2021-08-14,skida,sk9,0.7,51.1,73
2021-11-11,fluxb,fb1,1.4,44,31.43
2021-11-11,fluxb,fb2,1.3,42.5,32.69
2021-11-11,fluxb,fb3,1.2,40.4,33.67
2021-11-11,fluxb,fb4,1.4,42.9,30.64
2021-11-11,fluxb,fb5,1.2,41,34.17
2021-11-11,fluxb,fb6,1.3,49.6,38.15
2021-11-11,fluxb,fb7,1.4,42.3,30.21
2021-11-11,fluxb,fb8,1.1,42.2,38.36
2021-11-11,fluxb,fb9,1.2,40.5,33.75
2021-11-11,ugami,ug1,1.3,42.3,32.54
2021-11-11,ugami,ug2,1.2,41.1,34.25
2021-11-11,ugami,ug3,1.2,40.8,34
2021-11-11,ugami,ug4,1.1,42.7,38.82
2021-11-11,ugami,ug5,1.2,40.1,33.42
2021-11-11,ugami,ug6,1.1,41.3,37.55
2021-11-11,ugami,ug7,0.9,40.8,45.33
2021-11-11,ugami,ug8,1,42.5,42.5
2021-11-11,ugami,ug9,1.2,41.9,34.92
2021-11-12,dupli,du1,1.1,42.8,38.91
2021-11-12,dupli,du2,0.8,42.7,53.38
2021-11-12,dupli,du3,1.5,42.1,28.07
2021-11-12,dupli,du4,1.1,42.5,38.64
2021-11-12,dupli,du5,1.1,42.6,38.73
2021-11-12,dupli,du5,1.1,42.4,38.55
2021-11-12,dupli,du6,1.2,42.1,35.08
2021-11-12,dupli,du7,1.2,42.8,35.67
2021-11-12,dupli,du8,0.7,41.6,59.43
2021-11-12,dupli,du9,1.2,32.3,26.92
2021-11-12,folly,fr1,1.2,40.4,33.67
2021-11-12,folly,fr2,1.2,40.5,33.75
2021-11-12,folly,fr3,1.1,48.4,44
2021-11-12,folly,fr4,0.9,41.5,46.11
2021-11-12,folly,fr4,1,41.3,41.3
2021-11-12,folly,fr5,1.4,42.2,30.14
2021-11-12,folly,fr6,1.3,41.8,32.15
2021-11-12,folly,fr7,1.3,40.4,31.08
2021-11-12,folly,fr8,1.1,41.6,37.82
2021-11-12,folly,fr9,1.1,41.7,37.91
2021-11-13,huntc,hc1,0.8,40.5,50.63
2021-11-13,huntc,hc2,1.5,51.4,34.27
2021-11-13,huntc,hc3,1,42.6,42.6
2021-11-13,huntc,hc4,1.3,43.3,33.31
2021-11-13,huntc,hc5,1.6,42.3,26.44
2021-11-13,huntc,hc6,1.4,43.8,31.29
2021-11-13,huntc,hc7,1.8,42.4,23.56
2021-11-13,huntc,hc8,1.3,42.5,32.69
2021-11-13,huntc,hc9,0.9,42.8,47.56
2021-11-13,north,ns1,1.2,42.2,35.17
2021-11-13,north,ns1,1.3,43.2,33.23
2021-11-13,north,ns2,1.4,41.8,29.86
2021-11-13,north,ns3,1.3,39.5,30.38
2021-11-13,north,ns4,1.2,42.4,35.33
2021-11-13,north,ns5,1.3,43.1,33.15
2021-11-13,north,ns6,1.4,43.5,31.07
2021-11-13,north,ns7,1.1,42.9,39
2021-11-13,north,ns8,1.8,42.1,23.39
2021-11-13,north,ns9,1.1,42,38.18
2021-11-14,skida,sk1,0.8,40.3,50.38
2021-11-14,skida,sk2,0.9,40.9,45.44
2021-11-14,skida,sk3,1.4,39.8,28.43
2021-11-14,skida,sk4,0.8,41.1,51.38
2021-11-14,skida,sk4,0.8,41.2,51.5
2021-11-14,skida,sk5,0.9,41.8,46.44
2021-11-14,skida,sk6,0.9,42.8,47.56
2021-11-14,skida,sk7,1.7,51.5,30.29
2021-11-14,skida,sk8,1.1,42.1,38.27
2021-11-14,skida,sk9,1.9,42.5,22.37
2021-11-15,deans,dc1,1.5,41.5,27.67
2021-11-15,deans,dc2,1.2,41.5,34.58
2021-11-15,deans,dc2,1.2,41.9,34.92
2021-11-15,deans,dc3,1.4,42,30
2021-11-15,deans,dc4,1.2,42.9,35.75
2021-11-15,deans,dc5,1.2,42.7,35.58
2021-11-15,deans,dc5,1.1,42.6,38.73
2021-11-15,deans,dc6,1.6,41.3,25.81
2021-11-15,deans,dc7,1.3,43.4,33.38
2021-11-15,deans,dc8,1.4,42.6,30.43
2021-11-15,deans,dc9,1.5,41.8,27.87
2022-02-24,fluxb,fb1,1.4,40.6,29
2022-02-24,fluxb,fb2,1.6,41.8,26.13
2022-02-24,fluxb,fb3,1.9,42.1,22.16
2022-02-24,fluxb,fb4,1.4,54,38.57
2022-02-24,fluxb,fb5,1.7,51.8,30.47
2022-02-24,fluxb,fb6,2.3,50.7,22.04
2022-02-24,fluxb,fb7,1.6,40.8,25.5
2022-02-24,fluxb,fb8,1.2,49.8,41.5
2022-02-24,fluxb,fb9,1.5,52.2,34.8
2022-02-24,ugami,ug1,1.2,49.9,41.58
2022-02-24,ugami,ug2,1.3,51.4,39.54
2022-02-24,ugami,ug2,1.3,50.9,39.15
2022-02-24,ugami,ug3,1.5,38.6,25.73
2022-02-24,ugami,ug4,1.4,41.8,29.86
2022-02-24,ugami,ug5,1.4,41.6,29.71
2022-02-24,ugami,ug6,1.7,41.2,24.24
2022-02-24,ugami,ug7,1.5,41.2,27.47
2022-02-24,ugami,ug8,1.6,40.7,25.44
2022-02-24,ugami,ug8,1.6,41,25.63
2022-02-24,ugami,ug9,1.3,41.5,31.92
2022-02-25,dupli,du1,1.3,51,39.23
2022-02-25,dupli,du2,1.2,52.4,43.67
2022-02-25,dupli,du3,1.4,41.7,29.79
2022-02-25,dupli,du4,1.4,52.9,37.79
2022-02-25,dupli,du5,1.6,49.8,31.13
2022-02-25,dupli,du6,1.2,49.5,41.25
2022-02-25,dupli,du7,1.3,49.1,37.77
2022-02-25,dupli,du8,1.2,47.5,39.58
2022-02-25,dupli,du8,1.2,48,40
2022-02-25,dupli,du9,1,49.8,49.8
2022-02-25,folly,fr1,1.3,51.1,39.31
2022-02-25,folly,fr2,1.4,50,35.71
2022-02-25,folly,fr3,1.3,39.6,30.46
2022-02-25,folly,fr4,1.2,51.5,42.92
2022-02-25,folly,fr5,1.2,51,42.5
2022-02-25,folly,fr6,1.5,39.1,26.07
2022-02-25,folly,fr7,1.1,41.5,37.73
2022-02-25,folly,fr8,1.3,51.2,39.38
2022-02-25,folly,fr9,1.5,51.1,34.07
2022-02-26,huntc,hc1,1.6,50.7,31.69
2022-02-26,huntc,hc2,1.6,51.6,32.25
2022-02-26,huntc,hc3,1.4,42.1,30.07
2022-02-26,huntc,hc3,1.4,42.2,30.14
2022-02-26,huntc,hc4,1.8,49.8,27.67
2022-02-26,huntc,hc5,1.8,52.3,29.06
2022-02-26,huntc,hc6,1.4,39.3,28.07
2022-02-26,huntc,hc7,1.8,52.1,28.94
2022-02-26,huntc,hc8,2,51.2,25.6
2022-02-26,huntc,hc9,1.3,48.4,37.23
2022-02-26,north,ns1,1.8,51,28.33
2022-02-26,north,ns2,1.4,50.4,36
2022-02-26,north,ns3,1.7,48.9,28.76
2022-02-26,north,ns5,1.3,42.8,32.92
2022-02-26,north,ns6,1.3,40.9,31.46
2022-02-26,north,ns7,1.3,42.2,32.46
2022-02-26,north,ns8,1.3,52.5,40.38
2022-02-26,north,ns9,1.3,42.4,32.62
2022-02-26,north,ns9,1.2,51.4,42.83
2022-02-26,north,ns9,1.3,42.6,32.77
2022-02-27,skida,sk1,1.9,53.1,27.95
2022-02-27,skida,sk2,1.1,39.7,36.09
2022-02-27,skida,sk3,1.5,50.1,33.4
2022-02-27,skida,sk4,1.3,52.1,40.08
2022-02-27,skida,sk5,1.4,39.5,28.21
2022-02-27,skida,sk6,1,48.6,48.6
2022-02-27,skida,sk7,1,41.7,41.7
2022-02-27,skida,sk8,1.7,41,24.12
2022-02-27,skida,sk9,1.1,41.8,38
2022-02-28,deans,dc1,1.2,41.7,34.75
2022-02-28,deans,dc2,1.4,50.8,36.29
2022-02-28,deans,dc3,1.5,43.2,28.8
2022-02-28,deans,dc4,1.3,52,40
2022-02-28,deans,dc5,1.2,42.4,35.33
2022-02-28,deans,dc6,1.6,39.7,24.81
2022-02-28,deans,dc6,1.7,40.2,23.65
2022-02-28,deans,dc7,1.7,42.3,24.88
2022-02-28,deans,dc8,1.6,40.8,25.5
2022-02-28,deans,dc9,1.1,50.6,46
2022-02-28,deans,dc9,1.1,50.1,45.55
2022-05-07,deans,dc1,1.3,37.1,28.54
2022-05-07,deans,dc2,1.2,37.5,31.25
2022-05-07,deans,dc3,1.2,41.8,34.83
2022-05-07,deans,dc4,1.2,37.6,31.33
2022-05-07,deans,dc5,1,36.6,36.6
2022-05-07,deans,dc6,1.4,36.3,25.93
2022-05-07,deans,dc7,1,36.9,36.9
2022-05-07,deans,dc8,0.8,36.8,46
2022-05-07,deans,dc8,0.9,36.2,40.22
2022-05-07,deans,dc9,1.1,37.2,33.82
2022-05-08,huntc,hc1,1.3,38.2,29.38
2022-05-08,huntc,hc2,1.5,39.2,26.13
2022-05-08,huntc,hc3,1.4,38.9,27.79
2022-05-08,huntc,hc4,1.7,39.2,23.06
2022-05-08,huntc,hc5,1.3,37,28.46
2022-05-08,huntc,hc6,1.9,38,20
2022-05-08,huntc,hc6,1.6,38.4,24
2022-05-08,huntc,hc7,1.4,37.4,26.71
2022-05-08,huntc,hc8,1.4,38.2,27.29
2022-05-08,huntc,hc9,1.4,38.6,27.57
2022-05-08,north,ns1,1.1,44,40
2022-05-08,north,ns2,1.3,38,29.23
2022-05-08,north,ns3,2.1,37.7,17.95
2022-05-08,north,ns4,1.1,42,38.18
2022-05-08,north,ns5,1.3,36.1,27.77
2022-05-08,north,ns6,1.4,37.3,26.64
2022-05-08,north,ns7,1.3,37.6,28.92
2022-05-08,north,ns8,1.7,36.6,21.53
2022-05-08,north,ns9,1.1,36.8,33.45
2022-05-08,north,ns9,1.1,36.6,33.27
2022-05-09,fluxb,fb1,1.5,37.4,24.93
2022-05-09,fluxb,fb2,1.2,37.9,31.58
2022-05-09,fluxb,fb3,1.3,37.3,28.69
2022-05-09,fluxb,fb4,1.2,36.6,30.5
2022-05-09,fluxb,fb5,1.3,38.8,29.85
2022-05-09,fluxb,fb5,1.3,38.9,29.92
2022-05-09,fluxb,fb6,1.4,38.8,27.71
2022-05-09,fluxb,fb7,1.2,38.7,32.25
2022-05-09,fluxb,fb8,1.4,37.1,26.5
2022-05-09,fluxb,fb9,1.4,37.8,27
2022-05-09,ugami,ug1,1.3,37.5,28.85
2022-05-09,ugami,ug1,1.1,38.1,34.64
2022-05-09,ugami,ug2,1.3,37.8,29.08
2022-05-09,ugami,ug3,1.4,36.8,26.29
2022-05-09,ugami,ug4,1.3,36.8,28.31
2022-05-09,ugami,ug5,1.1,37.6,34.18
2022-05-09,ugami,ug6,1.4,37.7,26.93
2022-05-09,ugami,ug6,1.5,38,25.33
2022-05-09,ugami,ug7,1.1,43.4,39.45
2022-05-09,ugami,ug8,1,37.9,37.9
2022-05-09,ugami,ug9,1.2,37.2,31
2022-05-10,dupli,du1,1.1,37.9,34.45
2022-05-10,dupli,du2,0.9,37.8,42
2022-05-10,dupli,du2,0.9,37.8,42
2022-05-10,dupli,du3,1.2,36.7,30.58
2022-05-10,dupli,du4,1.6,37.7,23.56
2022-05-10,dupli,du5,0.9,37.8,42
2022-05-10,dupli,du6,1.1,37.4,34
2022-05-10,dupli,du7,1,38.5,38.5
2022-05-10,dupli,du8,1,37.6,37.6
2022-05-10,dupli,du9,1.1,42.4,38.55
2022-05-10,folly,fr1,1.3,37.9,29.15
2022-05-10,folly,fr2,1.5,38.6,25.73
2022-05-10,folly,fr3,1.4,41.6,29.71
2022-05-10,folly,fr4,1.7,38.3,22.53
2022-05-10,folly,fr5,1.6,35,21.88
2022-05-10,folly,fr6,1.1,37,33.64
2022-05-10,folly,fr7,1.2,36.4,30.33
2022-05-10,folly,fr8,1.1,38,34.55
2022-05-10,folly,fr9,1,38.6,38.6
2022-05-11,skida,sk1,1.1,37.6,34.18
2022-05-11,skida,sk2,1.3,34.6,26.62
2022-05-11,skida,sk3,1.4,36.5,26.07
2022-05-11,skida,sk4,1.4,36.9,26.36
2022-05-11,skida,sk5,1.1,37.6,34.18
2022-05-11,skida,sk6,1,39,39
2022-05-11,skida,sk7,1.3,36.9,28.38
2022-05-11,skida,sk8,1.3,44.6,34.31
2022-05-11,skida,sk9,1.6,38,23.75
2022-08-05,fluxb,fb1,1,42.5,42.5
2022-08-05,fluxb,fb2,1.4,41.4,29.57
2022-08-05,fluxb,fb3,1.2,40.9,34.08
2022-08-05,fluxb,fb4,1.3,41.3,31.77
2022-08-05,fluxb,fb5,1.1,42,38.18
2022-08-05,fluxb,fb6,1.1,41.8,38
2022-08-05,fluxb,fb7,1.5,41.9,27.93
2022-08-05,fluxb,fb8,1.3,36.4,28
2022-08-05,fluxb,fb8,1.3,36.7,28.23
2022-08-05,fluxb,fb9,1.4,39.7,28.36
2022-08-05,ugami,ug1,1.2,34.6,28.83
2022-08-05,ugami,ug2,0.9,41.6,46.22
2022-08-05,ugami,ug2,0.9,41.7,46.33
2022-08-05,ugami,ug3,1.1,38.4,34.91
2022-08-05,ugami,ug4,1.1,41.2,37.45
2022-08-05,ugami,ug5,1.8,37.9,21.06
2022-08-05,ugami,ug6,1.3,41.2,31.69
2022-08-05,ugami,ug7,1.3,40.7,31.31
2022-08-05,ugami,ug8,1.1,41.2,37.45
2022-08-05,ugami,ug9,1.1,42.6,38.73
2022-08-06,huntc,hc1,1.1,39.8,36.18
2022-08-06,huntc,hc2,1.2,39.7,33.08
2022-08-06,huntc,hc3,1.1,39.6,36
2022-08-06,huntc,hc4,1.4,40.2,28.71
2022-08-06,huntc,hc5,1.4,40.3,28.79
2022-08-06,huntc,hc6,1.3,40.7,31.31
2022-08-06,huntc,hc7,1.2,40.6,33.83
2022-08-06,huntc,hc8,1.3,41.6,32
2022-08-06,huntc,hc9,1.4,38.1,27.21
2022-08-06,north,ns1,1.4,40,28.57
2022-08-06,north,ns2,1.3,41.4,31.85
2022-08-06,north,ns3,1.5,41.4,27.6
2022-08-06,north,ns3,1.5,41,27.33
2022-08-06,north,ns4,1.3,41.9,32.23
2022-08-06,north,ns5,1.7,41.5,24.41
2022-08-06,north,ns6,1.3,41,31.54
2022-08-06,north,ns7,1.4,40.5,28.93
2022-08-06,north,ns8,1.3,41.2,31.69
2022-08-06,north,ns9,1.1,42.7,38.82
2022-08-07,deans,dc1,1.4,42.8,30.57
2022-08-07,deans,dc1,1.4,42.9,30.64
2022-08-07,deans,dc2,1.4,37.9,27.07
2022-08-07,deans,dc3,1.7,39,22.94
2022-08-07,deans,dc4,1.4,39.1,27.93
2022-08-07,deans,dc5,1.4,37.7,26.93
2022-08-07,deans,dc6,0.9,37.5,41.67
2022-08-07,deans,dc7,1.3,37.9,29.15
2022-08-07,deans,dc8,1.3,43.5,33.46
2022-08-07,deans,dc9,1.4,43.6,31.14
2022-08-08,dupli,du1,1.2,43.3,36.08
2022-08-08,dupli,du2,1.4,41.7,29.79
2022-08-08,dupli,du3,1.3,42.8,32.92
2022-08-08,dupli,du4,1.3,42.9,33
2022-08-08,dupli,du5,1.4,44.6,31.86
2022-08-08,dupli,du6,1.3,44.1,33.92
2022-08-08,dupli,du7,1.3,41.8,32.15
2022-08-08,dupli,du8,1.4,42.5,30.36
2022-08-08,dupli,du9,1.2,42.7,35.58
2022-08-08,folly,fr1,1.5,37.2,24.8
2022-08-08,folly,fr2,1.1,36.9,33.55
2022-08-08,folly,fr3,1.3,36.4,28
2022-08-08,folly,fr4,1.6,36,22.5
2022-08-08,folly,fr5,1.5,37.5,25
2022-08-08,folly,fr6,0.9,38.2,42.44
2022-08-08,folly,fr7,1.1,37.8,34.36
2022-08-08,folly,fr8,1.3,41.1,31.62
2022-08-08,folly,fr9,1.3,42.8,32.92
2022-08-09,skida,sk1,2,34,17
2022-08-09,skida,sk2,1.2,36.2,30.17
2022-08-09,skida,sk3,1.3,35.6,27.38
2022-08-09,skida,sk4,1.4,36.2,25.86
2022-08-09,skida,sk5,1.2,35.6,29.67
2022-08-09,skida,sk6,1.2,37.8,31.5
2022-08-09,skida,sk7,1.6,38.4,24
2022-08-09,skida,sk8,1.4,38.4,27.43
2022-08-09,skida,sk8,1.4,38.5,27.5
2022-08-09,skida,sk9,1,38.5,38.5
2022-11-02,fluxb,fb1,1.7,43.5,25.59
2022-11-02,fluxb,fb1,1.7,43.8,25.76
2022-11-02,fluxb,fb2,1.4,44.6,31.86
2022-11-02,fluxb,fb3,1.8,44.5,24.72
2022-11-02,fluxb,fb4,2,45.6,22.8
2022-11-02,fluxb,fb5,1.4,45.1,32.21
2022-11-02,fluxb,fb5,1.3,44.5,34.23
2022-11-02,fluxb,fb6,1.6,45,28.13
2022-11-02,fluxb,fb7,1.3,44.5,34.23
2022-11-02,fluxb,fb8,1.2,44,36.67
2022-11-02,fluxb,fb9,1.6,41.3,25.81
2022-11-02,ugami,ug1,1.5,43.7,29.13
2022-11-02,ugami,ug2,1.4,42.1,30.07
2022-11-02,ugami,ug3,1.6,43.9,27.44
2022-11-02,ugami,ug4,1.4,42.6,30.43
2022-11-02,ugami,ug5,1.9,41.3,21.74
2022-11-02,ugami,ug6,1.4,43.8,31.29
2022-11-02,ugami,ug7,1.3,43.7,33.62
2022-11-02,ugami,ug9,1.8,44,24.44
2022-11-03,deans,dc1,1.9,45.8,24.11
2022-11-03,deans,dc2,1.8,44.5,24.72
2022-11-03,deans,dc3,1.6,43.6,27.25
2022-11-03,deans,dc4,1.6,44,27.5
2022-11-03,deans,dc5,1.2,45.5,37.92
2022-11-03,deans,dc6,2.4,43.1,17.96
2022-11-03,deans,dc7,1.3,42.6,32.77
2022-11-03,deans,dc8,1.5,45.1,30.07
2022-11-03,deans,dc9,1.4,42.3,30.21
2022-11-03,dupli,du1,1.5,42.8,28.53
2022-11-03,dupli,du2,1.3,43,33.08
2022-11-03,dupli,du3,1.3,43.8,33.69
2022-11-03,dupli,du4,1.8,41.7,23.17
2022-11-03,dupli,du5,1.1,42.3,38.45
2022-11-03,dupli,du5,1.1,42.2,38.36
2022-11-03,dupli,du6,1.7,42.1,24.76
2022-11-03,dupli,du7,1.7,42.5,25
2022-11-03,dupli,du7,1.7,42.5,25
2022-11-03,dupli,du8,1.4,43.6,31.14
2022-11-03,dupli,du9,1.6,43.2,27
2022-11-03,folly,fr1,1.8,41.6,23.11
2022-11-03,folly,fr2,2.1,44.2,21.05
2022-11-03,folly,fr2,2.1,44,20.95
2022-11-03,folly,fr3,1.7,42.9,25.24
2022-11-03,folly,fr4,1.8,42.8,23.78
2022-11-03,folly,fr5,1.3,42.8,32.92
2022-11-03,folly,fr6,1.6,42.3,26.44
2022-11-03,folly,fr7,1.4,42.7,30.5
2022-11-03,folly,fr8,1.8,42.4,23.56
2022-11-03,folly,fr9,1.3,43.9,33.77
2022-11-04,huntc,hc1,1.7,43.6,25.65
2022-11-04,huntc,hc2,1.2,41.5,34.58
2022-11-04,huntc,hc3,1.9,43.6,22.95
2022-11-04,huntc,hc4,2.2,42.9,19.5
2022-11-04,huntc,hc4,2.3,43.8,19.04
2022-11-04,huntc,hc5,1.6,43.7,27.31
2022-11-04,huntc,hc6,2.3,41.7,18.13
2022-11-04,huntc,hc7,2.5,41,16.4
2022-11-04,huntc,hc8,1.4,43.4,31
2022-11-04,huntc,hc9,2,41.7,20.85
2022-11-04,north,ns1,1.5,42.8,28.53
2022-11-04,north,ns2,1.6,43.1,26.94
2022-11-04,north,ns3,1.2,42.8,35.67
2022-11-04,north,ns4,1.6,43.9,27.44
2022-11-04,north,ns5,1.5,42.3,28.2
2022-11-04,north,ns6,1.3,44.1,33.92
2022-11-04,north,ns7,1.3,42.3,32.54
2022-11-04,north,ns8,1.5,42.6,28.4
2022-11-04,north,ns9,1.1,41.5,37.73
2022-11-05,skida,sk1,1.4,44.5,31.79
2022-11-05,skida,sk2,1.1,43.3,39.36
2022-11-05,skida,sk3,1,43,43
2022-11-05,skida,sk4,1.3,42.2,32.46
2022-11-05,skida,sk5,1.4,43.1,30.79
2022-11-05,skida,sk5,1.4,42.6,30.43
2022-11-05,skida,sk6,1.9,43.7,23
2022-11-05,skida,sk7,1.5,45.4,30.27
2022-11-05,skida,sk8,1.7,44.3,26.06
2022-11-05,skida,sk9,1.6,44.6,27.88
2023-02-15,fluxb,fb1,1.8,42.9,23.83
2023-02-15,fluxb,fb2,2.2,44.8,20.36
2023-02-15,fluxb,fb3,1.8,43,23.89
2023-02-15,fluxb,fb4,2.1,45.7,21.76
2023-02-15,fluxb,fb5,1.4,41,29.29
2023-02-15,fluxb,fb6,2,43.2,21.6
2023-02-15,fluxb,fb7,1.6,44.9,28.06
2023-02-15,fluxb,fb8,1.9,47.8,25.16
2023-02-15,fluxb,fb9,1.6,40.8,25.5
2023-02-15,folly,fr1,1.7,46.4,27.29
2023-02-15,folly,fr2,1.8,41.5,23.06
2023-02-15,folly,fr3,1.5,44.3,29.53
2023-02-15,folly,fr4,1.6,41.5,25.94
2023-02-15,folly,fr4,1.6,42.2,26.38
2023-02-15,folly,fr5,1.7,42.1,24.76
2023-02-15,folly,fr6,1.6,45.8,28.63
2023-02-15,folly,fr7,1.2,45.6,38
2023-02-15,folly,fr8,1.5,43.2,28.8
2023-02-15,folly,fr8,1.5,43,28.67
2023-02-15,folly,fr9,1.3,45.6,35.08
2023-02-16,deans,dc1,2.1,42.5,20.24
2023-02-16,deans,dc1,2.1,42,20
2023-02-16,deans,dc2,1.9,42.3,22.26
2023-02-16,deans,dc3,1.6,44.5,27.81
2023-02-16,deans,dc4,1.4,42.9,30.64
2023-02-16,deans,dc5,2.2,44.6,20.27
2023-02-16,deans,dc6,1.9,44.3,23.32
2023-02-16,deans,dc7,1.7,45,26.47
2023-02-16,deans,dc8,1.7,41.3,24.29
2023-02-16,deans,dc9,1.5,41.2,27.47
2023-02-16,dupli,du1,1.2,42,35
2023-02-16,dupli,du2,1.4,41.6,29.71
2023-02-16,dupli,du3,2.2,42,19.09
2023-02-16,dupli,du4,1.8,45.5,25.28
2023-02-16,dupli,du5,1.7,45.3,26.65
2023-02-16,dupli,du6,1.6,45.8,28.63
2023-02-16,dupli,du7,1.3,42.4,32.62
2023-02-16,dupli,du7,1.3,42.8,32.92
2023-02-16,dupli,du8,1.3,42.7,32.85
2023-02-16,dupli,du9,1.2,41.8,34.83
2023-02-16,ugami,ug1,1.7,42.7,25.12
2023-02-16,ugami,ug2,2,46.1,23.05
2023-02-16,ugami,ug2,2,45.9,22.95
2023-02-16,ugami,ug3,2,43.5,21.75
2023-02-16,ugami,ug4,1.7,45.8,26.94
2023-02-16,ugami,ug5,1.9,45.9,24.16
2023-02-16,ugami,ug6,1.9,43.9,23.11
2023-02-16,ugami,ug7,1.9,42.5,22.37
2023-02-16,ugami,ug8,1.7,45.7,26.88
2023-02-16,ugami,ug9,1.7,43.2,25.41
2023-02-18,huntc,hc1,1.6,44.2,27.63
2023-02-18,huntc,hc2,2.2,45.2,20.55
2023-02-18,huntc,hc3,1.7,43.8,25.76
2023-02-18,huntc,hc4,1.4,44.1,31.5
2023-02-18,huntc,hc5,2,44.5,22.25
2023-02-18,huntc,hc5,2,44.3,22.15
2023-02-18,huntc,hc6,1.5,41.4,27.6
2023-02-18,huntc,hc6,1.6,42.3,26.44
2023-02-18,huntc,hc7,1.8,41.1,22.83
2023-02-18,huntc,hc8,2.1,42.8,20.38
2023-02-18,huntc,hc9,2,42.4,21.2
2023-02-18,north,ns1,2,44.5,22.25
2023-02-18,north,ns2,2.2,45.5,20.68
2023-02-18,north,ns3,1.6,44.3,27.69
2023-02-18,north,ns4,1.6,43,26.88
2023-02-18,north,ns5,1.4,43.7,31.21
2023-02-18,north,ns6,1.5,43.7,29.13
2023-02-18,north,ns7,1.6,44.4,27.75
2023-02-18,north,ns8,1.5,44.7,29.8
2023-02-18,north,ns9,1.5,45.9,30.6
2023-02-19,skida,sk1,1.7,45.9,27
2023-02-19,skida,sk2,1.6,43.6,27.25
2023-02-19,skida,sk3,1.7,43.6,25.65
2023-02-19,skida,sk4,1.8,43.1,23.94
2023-02-19,skida,sk5,2.1,41.2,19.62
2023-02-19,skida,sk6,1.9,42.1,22.16
2023-02-19,skida,sk7,1.4,45.2,32.29
2023-02-19,skida,sk8,2.1,46.8,22.29
2023-02-19,skida,sk9,2.1,42.3,20.14
